dzlabel,lalabel,rank
S01007353,Argyll and Bute,3190
S01007474,Clackmannanshire,4606
S01007354,Argyll and Bute,3353
S01007475,Clackmannanshire,5738
S01007476,Clackmannanshire,4110
S01007355,Argyll and Bute,2976
S01007477,Clackmannanshire,5212
S01007356,Argyll and Bute,2714
S01007478,Clackmannanshire,3877
S01007357,Argyll and Bute,3779
S01007358,Argyll and Bute,4280
S01007479,Clackmannanshire,2752
S01007359,Argyll and Bute,2160
S01007480,Clackmannanshire,3413
S01007481,Dumfries and Galloway,5075
S01007360,Argyll and Bute,4206
S01007482,Dumfries and Galloway,1427
S01007361,Argyll and Bute,3681
S01007483,Dumfries and Galloway,2573
S01007362,Argyll and Bute,3309
S01007484,Dumfries and Galloway,816
S01007363,Argyll and Bute,2833
S01007485,Dumfries and Galloway,187
S01007364,Argyll and Bute,923
S01007486,Dumfries and Galloway,135
S01007365,Argyll and Bute,2358
S01007487,Dumfries and Galloway,526
S01007366,Argyll and Bute,349
S01007488,Dumfries and Galloway,2285
S01007367,Argyll and Bute,1474
S01007489,Dumfries and Galloway,3231
S01007368,Argyll and Bute,541
S01007490,Dumfries and Galloway,1824
S01007369,Argyll and Bute,2094
S01007370,Argyll and Bute,1480
S01007491,Dumfries and Galloway,2512
S01007371,Argyll and Bute,3167
S01007492,Dumfries and Galloway,2151
S01007372,Argyll and Bute,3931
S01007493,Dumfries and Galloway,2708
S01007494,Dumfries and Galloway,2868
S01007373,Argyll and Bute,4310
S01007495,Dumfries and Galloway,3734
S01007374,Argyll and Bute,4227
S01007496,Dumfries and Galloway,2463
S01007375,Argyll and Bute,3805
S01007497,Dumfries and Galloway,2816
S01007376,Argyll and Bute,1839
S01007498,Dumfries and Galloway,2123
S01007377,Argyll and Bute,4771
S01007499,Dumfries and Galloway,2555
S01007378,Argyll and Bute,6417
S01007500,Dumfries and Galloway,1935
S01007379,Argyll and Bute,2856
S01007501,Dumfries and Galloway,2438
S01007380,Argyll and Bute,3086
S01007502,Dumfries and Galloway,2344
S01007381,Argyll and Bute,5643
S01007503,Dumfries and Galloway,2739
S01007382,Argyll and Bute,5007
S01007504,Dumfries and Galloway,3322
S01007383,Argyll and Bute,4466
S01007505,Dumfries and Galloway,2249
S01007384,Argyll and Bute,5152
S01007506,Dumfries and Galloway,3853
S01007385,Argyll and Bute,4261
S01007507,Dumfries and Galloway,2662
S01007386,Argyll and Bute,6041
S01007508,Dumfries and Galloway,2771
S01007387,Argyll and Bute,6078
S01007509,Dumfries and Galloway,3015
S01007388,Argyll and Bute,6397
S01007510,Dumfries and Galloway,3198
S01007389,Argyll and Bute,3088
S01007511,Dumfries and Galloway,1671
S01007390,Argyll and Bute,3146
S01007512,Dumfries and Galloway,3059
S01007391,Argyll and Bute,6579
S01007513,Dumfries and Galloway,2009
S01007392,Argyll and Bute,6504
S01007514,Dumfries and Galloway,2448
S01007393,Argyll and Bute,5571
S01007515,Dumfries and Galloway,5774
S01007394,Argyll and Bute,4927
S01007516,Dumfries and Galloway,2158
S01007395,Argyll and Bute,1259
S01007517,Dumfries and Galloway,3345
S01007396,Argyll and Bute,1936
S01007518,Dumfries and Galloway,3526
S01007397,Argyll and Bute,4319
S01007519,Dumfries and Galloway,2321
S01007398,Argyll and Bute,965
S01007520,Dumfries and Galloway,2772
S01007399,Argyll and Bute,223
S01007521,Dumfries and Galloway,4850
S01007400,Argyll and Bute,4530
S01007522,Dumfries and Galloway,3690
S01007401,Argyll and Bute,5922
S01007523,Dumfries and Galloway,3108
S01007402,Argyll and Bute,5690
S01007524,Dumfries and Galloway,3759
S01007403,Argyll and Bute,5636
S01007525,Dumfries and Galloway,4148
S01007404,Argyll and Bute,3556
S01007526,Dumfries and Galloway,2841
S01007405,Argyll and Bute,5335
S01007527,Dumfries and Galloway,4854
S01007406,Argyll and Bute,5490
S01007528,Dumfries and Galloway,3332
S01007407,Argyll and Bute,5195
S01007529,Dumfries and Galloway,5915
S01007408,Argyll and Bute,3387
S01007530,Dumfries and Galloway,4109
S01007409,Clackmannanshire,3125
S01007531,Dumfries and Galloway,3212
S01007410,Clackmannanshire,748
S01007532,Dumfries and Galloway,4182
S01007411,Clackmannanshire,692
S01007533,Dumfries and Galloway,2444
S01007412,Clackmannanshire,2975
S01007534,Dumfries and Galloway,3263
S01007413,Clackmannanshire,5040
S01007535,Dumfries and Galloway,3538
S01007414,Clackmannanshire,5944
S01007536,Dumfries and Galloway,3760
S01007415,Clackmannanshire,1052
S01007537,Dumfries and Galloway,3351
S01007416,Clackmannanshire,589
S01007538,Dumfries and Galloway,3784
S01007539,Dumfries and Galloway,6451
S01007417,Clackmannanshire,5345
S01007540,Dumfries and Galloway,2985
S01007418,Clackmannanshire,1884
S01007541,Dumfries and Galloway,4498
S01007419,Clackmannanshire,1466
S01007542,Dumfries and Galloway,2244
S01007420,Clackmannanshire,5225
S01007543,Dumfries and Galloway,2837
S01007421,Clackmannanshire,3987
S01007544,Dumfries and Galloway,4292
S01007422,Clackmannanshire,3613
S01007545,Dumfries and Galloway,4468
S01007423,Clackmannanshire,4730
S01007546,Dumfries and Galloway,4019
S01007424,Clackmannanshire,6484
S01007547,Dumfries and Galloway,3831
S01007425,Clackmannanshire,3680
S01007548,Dumfries and Galloway,3375
S01007426,Clackmannanshire,2081
S01007549,Dumfries and Galloway,3593
S01007427,Clackmannanshire,1949
S01007550,Dumfries and Galloway,3623
S01007428,Clackmannanshire,2386
S01007551,Dumfries and Galloway,3399
S01007429,Clackmannanshire,3202
S01007552,Dumfries and Galloway,1561
S01007430,Clackmannanshire,4051
S01007553,Dumfries and Galloway,1331
S01007554,Dumfries and Galloway,579
S01007431,Clackmannanshire,6593
S01007555,Dumfries and Galloway,4346
S01007432,Clackmannanshire,2390
S01007433,Clackmannanshire,3289
S01007556,Dumfries and Galloway,2088
S01007434,Clackmannanshire,688
S01007557,Dumfries and Galloway,2525
S01007558,Dumfries and Galloway,2568
S01007435,Clackmannanshire,2396
S01007559,Dumfries and Galloway,3736
S01007436,Clackmannanshire,1167
S01007560,Dumfries and Galloway,4313
S01007437,Clackmannanshire,1764
S01007594,Dumfries and Galloway,4004
S01007561,Dumfries and Galloway,3686
S01007562,Dumfries and Galloway,3565
S01007595,Dumfries and Galloway,3185
S01007563,Dumfries and Galloway,3899
S01007596,Dumfries and Galloway,2350
S01007564,Dumfries and Galloway,3381
S01007597,Dumfries and Galloway,3620
S01007565,Dumfries and Galloway,3131
S01007598,Dumfries and Galloway,3811
S01007566,Dumfries and Galloway,3628
S01007599,Dumfries and Galloway,2648
S01007567,Dumfries and Galloway,5088
S01007600,Dumfries and Galloway,4096
S01007568,Dumfries and Galloway,4102
S01007601,Dumfries and Galloway,4977
S01007569,Dumfries and Galloway,3705
S01007602,Dumfries and Galloway,6144
S01007570,Dumfries and Galloway,3844
S01007603,Dumfries and Galloway,6347
S01007571,Dumfries and Galloway,3460
S01007604,Dumfries and Galloway,5842
S01007572,Dumfries and Galloway,3494
S01007605,Dumfries and Galloway,5255
S01007573,Dumfries and Galloway,5094
S01007606,Dumfries and Galloway,4853
S01007574,Dumfries and Galloway,2756
S01007607,Dumfries and Galloway,6601
S01007575,Dumfries and Galloway,625
S01007608,Dumfries and Galloway,6149
S01007576,Dumfries and Galloway,204
S01007609,Dumfries and Galloway,1095
S01007577,Dumfries and Galloway,393
S01007610,Dumfries and Galloway,2618
S01007578,Dumfries and Galloway,582
S01007611,Dumfries and Galloway,1462
S01007579,Dumfries and Galloway,1288
S01007612,Dumfries and Galloway,361
S01007580,Dumfries and Galloway,766
S01007613,Dumfries and Galloway,3172
S01007581,Dumfries and Galloway,1520
S01007614,Dumfries and Galloway,6454
S01007582,Dumfries and Galloway,1615
S01007615,Dumfries and Galloway,3360
S01007583,Dumfries and Galloway,457
S01007616,Dumfries and Galloway,2031
S01007584,Dumfries and Galloway,2142
S01007617,Dumfries and Galloway,1736
S01007585,Dumfries and Galloway,4149
S01007618,Dumfries and Galloway,2456
S01007586,Dumfries and Galloway,1926
S01007587,Dumfries and Galloway,5127
S01007619,Dumfries and Galloway,2864
S01007588,Dumfries and Galloway,6198
S01007620,Dumfries and Galloway,5640
S01007589,Dumfries and Galloway,4359
S01007621,Dumfries and Galloway,4572
S01007590,Dumfries and Galloway,6844
S01007622,Dumfries and Galloway,4115
S01007591,Dumfries and Galloway,3887
S01007623,Dumfries and Galloway,6064
S01007592,Dumfries and Galloway,1576
S01007624,Dumfries and Galloway,4966
S01007593,Dumfries and Galloway,3815
S01007625,Dumfries and Galloway,5069
S01007626,Dumfries and Galloway,5211
S01007627,Dumfries and Galloway,6760
S01007750,Dundee City,6020
S01007628,Dumfries and Galloway,5237
S01007751,Dundee City,5402
S01007752,Dundee City,4242
S01007629,Dumfries and Galloway,3872
S01007753,Dundee City,1438
S01007630,Dumfries and Galloway,4652
S01007754,Dundee City,483
S01007631,Dumfries and Galloway,4436
S01007755,Dundee City,486
S01007632,Dumfries and Galloway,4158
S01007756,Dundee City,1114
S01007633,Dumfries and Galloway,4337
S01007757,Dundee City,5919
S01007634,Dumfries and Galloway,3818
S01007758,Dundee City,6159
S01007635,Dumfries and Galloway,4997
S01007759,Dundee City,2786
S01007636,Dumfries and Galloway,3602
S01007760,Dundee City,6835
S01007637,Dumfries and Galloway,3255
S01007761,Dundee City,6439
S01007638,Dumfries and Galloway,3841
S01007762,Dundee City,4511
S01007639,Dumfries and Galloway,2585
S01007763,Dundee City,2395
S01007640,Dumfries and Galloway,3614
S01007764,Dundee City,6070
S01007641,Dumfries and Galloway,3791
S01007765,Dundee City,6016
S01007642,Dumfries and Galloway,4176
S01007766,Dundee City,6420
S01007643,Dumfries and Galloway,5386
S01007767,Dundee City,6172
S01007644,Dumfries and Galloway,3637
S01007768,Dundee City,4915
S01007645,Dumfries and Galloway,4474
S01007769,Dundee City,5618
S01007646,Dumfries and Galloway,2677
S01007770,Dundee City,6682
S01007647,Dumfries and Galloway,5131
S01007771,Dundee City,6727
S01007648,Dumfries and Galloway,5330
S01007772,Dundee City,1762
S01007649,Dumfries and Galloway,4248
S01007773,Dundee City,5931
S01007774,Dundee City,6477
S01007650,Dumfries and Galloway,4621
S01007775,Dundee City,5307
S01007651,Dumfries and Galloway,3636
S01007776,Dundee City,6263
S01007652,Dumfries and Galloway,2865
S01007777,Dundee City,6408
S01007653,Dumfries and Galloway,4283
S01007778,Dundee City,3189
S01007654,Dumfries and Galloway,2719
S01007779,Dundee City,4230
S01007655,Dumfries and Galloway,3109
S01007780,Dundee City,4708
S01007656,Dumfries and Galloway,2999
S01007781,Dundee City,4114
S01007657,Dumfries and Galloway,4348
S01007782,Dundee City,351
S01007658,Dumfries and Galloway,3624
S01007783,Dundee City,110
S01007659,Dumfries and Galloway,3642
S01007784,Dundee City,2450
S01007660,Dumfries and Galloway,1349
S01007785,Dundee City,265
S01007661,Dumfries and Galloway,2783
S01007786,Dundee City,2062
S01007662,Dumfries and Galloway,2587
S01007787,Dundee City,1577
S01007663,Dumfries and Galloway,4782
S01007788,Dundee City,411
S01007664,Dumfries and Galloway,1977
S01007789,Dundee City,676
S01007665,Dumfries and Galloway,3626
S01007790,Dundee City,300
S01007666,Dumfries and Galloway,4464
S01007791,Dundee City,4403
S01007667,Dumfries and Galloway,5871
S01007792,Dundee City,2090
S01007668,Dumfries and Galloway,2236
S01007793,Dundee City,510
S01007669,Dumfries and Galloway,900
S01007794,Dundee City,2391
S01007670,Dumfries and Galloway,1859
S01007795,Dundee City,2102
S01007671,Dumfries and Galloway,4047
S01007796,Dundee City,1930
S01007672,Dumfries and Galloway,6393
S01007797,Dundee City,764
S01007673,Dumfries and Galloway,4742
S01007798,Dundee City,4781
S01007674,Dumfries and Galloway,2147
S01007799,Dundee City,4455
S01007675,Dumfries and Galloway,4516
S01007800,Dundee City,121
S01007676,Dumfries and Galloway,4789
S01007801,Dundee City,76
S01007677,Dumfries and Galloway,6655
S01007802,Dundee City,4900
S01007678,Dumfries and Galloway,2802
S01007803,Dundee City,201
S01007679,Dumfries and Galloway,1688
S01007804,Dundee City,234
S01007680,Dumfries and Galloway,6554
S01007805,Dundee City,322
S01007681,Dumfries and Galloway,3484
S01007806,Dundee City,1468
S01007682,Dundee City,5614
S01007807,Dundee City,3386
S01007808,Dundee City,968
S01007683,Dundee City,6222
S01007809,Dundee City,5920
S01007684,Dundee City,5994
S01007810,Dundee City,493
S01007685,Dundee City,6912
S01007811,Dundee City,716
S01007686,Dundee City,6378
S01007812,Dundee City,129
S01007687,Dundee City,6407
S01007813,Dundee City,752
S01007688,Dundee City,4818
S01007814,Dundee City,2484
S01007689,Dundee City,4974
S01007690,Dundee City,4270
S01007815,Dundee City,4960
S01007691,Dundee City,4936
S01007816,Dundee City,4702
S01007692,Dundee City,5229
S01007817,Dundee City,2743
S01007818,Dundee City,4208
S01007693,Dundee City,3373
S01007819,Dundee City,3859
S01007694,Dundee City,2225
S01007820,Dundee City,2044
S01007695,Dundee City,2960
S01007821,Dundee City,4306
S01007696,Dundee City,1932
S01007822,Dundee City,3995
S01007697,Dundee City,2991
S01007823,Dundee City,5368
S01007698,Dundee City,2129
S01007824,Dundee City,4613
S01007699,Dundee City,1184
S01007825,Dundee City,4640
S01007700,Dundee City,4058
S01007826,Dundee City,525
S01007701,Dundee City,36
S01007827,Dundee City,2969
S01007702,Dundee City,6779
S01007828,Dundee City,1252
S01007703,Dundee City,3630
S01007829,Dundee City,2103
S01007704,Dundee City,126
S01007830,Dundee City,2047
S01007705,Dundee City,1496
S01007831,Dundee City,1214
S01007706,Dundee City,4397
S01007832,Dundee City,1379
S01007707,Dundee City,4173
S01007833,Dundee City,2048
S01007708,Dundee City,747
S01007834,Dundee City,1430
S01007709,Dundee City,634
S01007835,Dundee City,3535
S01007836,Dundee City,3428
S01007710,Dundee City,2671
S01007837,Dundee City,5822
S01007711,Dundee City,1471
S01007838,Dundee City,5986
S01007712,Dundee City,2921
S01007713,Dundee City,1359
S01007839,Dundee City,2469
S01007714,Dundee City,1870
S01007840,Dundee City,1850
S01007715,Dundee City,404
S01007841,Dundee City,1661
S01007842,Dundee City,253
S01007716,Dundee City,679
S01007843,Dundee City,1131
S01007717,Dundee City,133
S01007844,Dundee City,585
S01007718,Dundee City,813
S01007719,Dundee City,906
S01007845,Dundee City,379
S01007846,Dundee City,1476
S01007720,Dundee City,2137
S01007847,Dundee City,665
S01007721,Dundee City,2152
S01007848,Dundee City,325
S01007722,Dundee City,197
S01007849,Dundee City,825
S01007723,Dundee City,317
S01007850,Dundee City,849
S01007724,Dundee City,247
S01007851,Dundee City,3112
S01007725,Dundee City,571
S01007852,Dundee City,467
S01007726,Dundee City,769
S01007853,Dundee City,79
S01007727,Dundee City,502
S01007854,Dundee City,455
S01007728,Dundee City,914
S01007855,Dundee City,294
S01007729,Dundee City,886
S01007856,Dundee City,2589
S01007730,Dundee City,1790
S01007857,Dundee City,981
S01007731,Dundee City,2114
S01007858,Dundee City,1061
S01007732,Dundee City,1937
S01007859,Dundee City,431
S01007733,Dundee City,4266
S01007860,Dundee City,2337
S01007734,Dundee City,5247
S01007861,Dundee City,1248
S01007735,Dundee City,5101
S01007862,Dundee City,1221
S01007863,Dundee City,283
S01007736,Dundee City,5215
S01007864,Dundee City,1307
S01007737,Dundee City,3771
S01007865,Dundee City,6619
S01007738,Dundee City,4136
S01007866,Dundee City,5337
S01007739,Dundee City,3184
S01007867,Dundee City,4559
S01007740,Dundee City,4098
S01007868,Dundee City,5788
S01007741,Dundee City,1787
S01007869,Dundee City,6495
S01007742,Dundee City,2473
S01007870,East Ayrshire,2651
S01007743,Dundee City,1318
S01007871,East Ayrshire,178
S01007744,Dundee City,496
S01007872,East Ayrshire,101
S01007745,Dundee City,1134
S01007873,East Ayrshire,1938
S01007746,Dundee City,1193
S01007874,East Ayrshire,1297
S01007907,East Ayrshire,1567
S01007747,Dundee City,996
S01007875,East Ayrshire,1843
S01007908,East Ayrshire,2889
S01007748,Dundee City,343
S01007876,East Ayrshire,2609
S01007909,East Ayrshire,2457
S01007749,Dundee City,5145
S01007877,East Ayrshire,1135
S01007910,East Ayrshire,1253
S01007878,East Ayrshire,979
S01007911,East Ayrshire,2351
S01007879,East Ayrshire,953
S01007912,East Ayrshire,1484
S01007880,East Ayrshire,3129
S01007913,East Ayrshire,566
S01007881,East Ayrshire,881
S01007914,East Ayrshire,1219
S01007882,East Ayrshire,3585
S01007915,East Ayrshire,2045
S01007883,East Ayrshire,3810
S01007916,East Ayrshire,1479
S01007884,East Ayrshire,2397
S01007917,East Ayrshire,1649
S01007885,East Ayrshire,392
S01007918,East Ayrshire,1428
S01007886,East Ayrshire,1530
S01007919,East Ayrshire,6126
S01007887,East Ayrshire,5224
S01007920,East Ayrshire,5271
S01007888,East Ayrshire,1013
S01007921,East Ayrshire,761
S01007889,East Ayrshire,1391
S01007922,East Ayrshire,543
S01007890,East Ayrshire,2148
S01007923,East Ayrshire,3156
S01007891,East Ayrshire,2958
S01007924,East Ayrshire,1296
S01007892,East Ayrshire,4042
S01007925,East Ayrshire,4764
S01007893,East Ayrshire,5808
S01007926,East Ayrshire,4526
S01007894,East Ayrshire,3070
S01007927,East Ayrshire,4642
S01007895,East Ayrshire,4174
S01007928,East Ayrshire,4819
S01007896,East Ayrshire,1335
S01007929,East Ayrshire,5430
S01007897,East Ayrshire,2813
S01007930,East Ayrshire,5305
S01007931,East Ayrshire,4647
S01007898,East Ayrshire,4729
S01007899,East Ayrshire,2668
S01007932,East Ayrshire,6304
S01007933,East Ayrshire,4223
S01007900,East Ayrshire,770
S01007901,East Ayrshire,1043
S01007934,East Ayrshire,2580
S01007935,East Ayrshire,2384
S01007902,East Ayrshire,339
S01007936,East Ayrshire,6755
S01007903,East Ayrshire,1443
S01007937,East Ayrshire,5753
S01007904,East Ayrshire,3215
S01007938,East Ayrshire,2415
S01007905,East Ayrshire,746
S01007939,East Ayrshire,1327
S01007906,East Ayrshire,723
S01008063,East Dunbartonshire,6361
S01007940,East Ayrshire,2238
S01008064,East Dunbartonshire,2377
S01007941,East Ayrshire,5761
S01007942,East Ayrshire,2982
S01008065,East Dunbartonshire,6602
S01008066,East Dunbartonshire,6954
S01007943,East Ayrshire,3013
S01008067,East Dunbartonshire,6571
S01007944,East Ayrshire,2293
S01008068,East Dunbartonshire,6173
S01007945,East Ayrshire,1174
S01008069,East Dunbartonshire,5778
S01007946,East Ayrshire,1486
S01008070,East Dunbartonshire,4372
S01007947,East Ayrshire,3320
S01008071,East Dunbartonshire,5244
S01007948,East Ayrshire,696
S01008072,East Dunbartonshire,5479
S01007949,East Ayrshire,3851
S01008073,East Dunbartonshire,5968
S01007950,East Ayrshire,5475
S01008074,East Dunbartonshire,5892
S01007951,East Ayrshire,3067
S01008075,East Dunbartonshire,6702
S01007952,East Ayrshire,624
S01008076,East Dunbartonshire,6689
S01007953,East Ayrshire,2191
S01008077,East Dunbartonshire,6920
S01007954,East Ayrshire,473
S01008078,East Dunbartonshire,6412
S01007955,East Ayrshire,1395
S01008079,East Dunbartonshire,6696
S01007956,East Ayrshire,1542
S01008080,East Dunbartonshire,5966
S01007957,East Ayrshire,1929
S01008081,East Dunbartonshire,6491
S01007958,East Ayrshire,903
S01008082,East Dunbartonshire,5893
S01007959,East Ayrshire,3587
S01008083,East Dunbartonshire,6432
S01007960,East Ayrshire,2381
S01008084,East Dunbartonshire,4720
S01007961,East Ayrshire,3319
S01008085,East Dunbartonshire,5139
S01007962,East Ayrshire,806
S01008086,East Dunbartonshire,5528
S01007963,East Ayrshire,44
S01008087,East Dunbartonshire,6187
S01007964,East Ayrshire,820
